Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Male,47,0,56808,1,0,1,119660,1
Female,26,6,33580,2,1,0,197776,1
Male,43,13,188124,3,1,1,41485,0
Female,19,4,123731,2,0,1,64351,1
Female,20,16,91856,3,1,1,36654,1
Female,63,5,42898,2,0,1,174217,1
Female,21,15,155024,3,1,0,61529,0
Female,42,10,82790,3,1,0,114349,0
Male,68,9,15227,1,0,0,187450,0
Male,30,14,144832,3,1,0,26665,0
Female,56,6,8826,2,1,1,72475,0
Female,61,1,98972,3,0,1,57802,0
Male,52,11,83213,4,1,1,87892,0
Female,40,18,191504,2,1,1,180824,1
Female,26,11,189276,1,1,1,46362,0
Female,19,15,139745,2,1,1,192062,0
Male,58,5,93402,1,1,1,188198,0
Male,61,2,36158,4,0,0,49338,1
Female,48,1,15904,1,1,0,103004,1
Female,61,19,125212,3,1,0,106464,0
Male,64,4,146468,4,0,0,162186,0
Male,19,10,87469,4,0,0,12120,0
Female,49,2,54039,1,0,0,120289,1
Female,35,2,4334,2,0,0,10785,1
Male,30,4,96996,1,1,1,66925,0
Male,63,10,27268,1,1,1,76473,0
Male,22,2,64636,4,1,1,118185,0
Female,59,12,22068,3,1,1,39969,0
Male,61,7,159319,2,1,0,75236,0
Female,27,19,65121,1,1,0,111416,0
Male,60,9,123761,3,1,0,26297,0
Male,42,1,16285,3,0,0,163888,0
Male,51,3,100539,2,1,1,115741,0
Male,54,17,24136,3,0,1,150601,0
Female,47,18,191450,1,0,1,163085,1
Female,24,3,168859,4,0,1,40089,1
Male,23,19,24425,3,1,0,16171,1
Female,20,8,18961,4,1,0,182301,0
Male,30,15,164515,2,0,1,27874,1
Male,20,5,18823,2,1,1,179881,1
Male,43,3,75409,3,1,1,69024,0
Male,41,8,71123,4,0,1,31153,0
Female,23,12,104249,1,0,1,114693,1
Male,60,8,25852,4,1,1,169501,1
Male,66,5,37535,3,0,0,67753,0
Female,59,18,7004,4,0,0,147713,0
Male,29,13,158895,4,0,1,183473,1
Male,66,14,104913,2,1,0,99075,0
Male,53,2,54086,3,1,0,166439,1
Female,19,4,7131,4,0,0,162798,0
Male,28,17,25649,3,0,1,14677,1
Female,56,13,135171,1,1,0,15139,0
Male,51,15,181878,3,1,0,67766,0
Male,43,13,162643,1,1,0,165768,1
Female,35,8,30580,3,1,0,192444,0
Male,38,14,114163,3,1,0,96049,0
Male,53,6,94200,4,1,0,86693,1
Female,57,13,81118,4,0,0,67414,0
Female,69,5,26469,1,0,1,153904,0
Female,63,14,65179,1,0,0,139807,0
Female,61,19,24236,2,1,0,83741,1
Female,39,7,156182,4,0,0,146497,1
Male,47,1,23430,1,0,1,13900,1
Female,67,7,44407,4,0,0,87347,0
Male,60,0,169020,3,0,1,136004,0
Male,47,16,83299,2,0,0,134463,0
Male,25,18,114496,4,0,1,39134,1
Female,51,4,82565,4,0,1,12817,0
Female,64,19,188439,4,1,1,80486,1
Male,26,15,169252,4,0,0,176679,1
Female,68,6,135724,1,0,1,148763,0
Female,37,6,72370,1,1,0,75978,1
Female,57,17,102755,2,0,0,163850,1
Female,42,17,127845,3,1,0,67154,0
Male,36,1,138156,3,0,1,102195,0
Male,22,14,176702,2,1,0,58788,1
Female,28,13,184348,3,0,1,103039,0
Male,32,17,115052,1,0,0,19413,1
Female,25,8,133727,4,0,0,124113,1
Female,36,13,188824,3,0,0,53400,1
Male,40,4,105737,4,0,0,39899,0
Male,44,10,178742,4,1,0,122683,1
Male,57,7,136344,1,0,0,55463,1
Female,49,4,131290,4,1,0,10894,1
Male,43,10,96428,3,0,1,120398,0
Female,44,4,37471,1,0,0,176093,1
Male,36,16,48762,2,0,0,139611,0
Male,67,3,152587,1,1,1,98777,1
Female,59,14,165379,3,1,1,56442,1
Female,46,18,149058,1,1,1,129681,1
Female,56,1,84624,3,1,0,168863,0
Female,58,16,70600,3,1,1,53520,0
Female,50,11,112092,1,0,0,113137,1
Female,36,16,118336,3,0,1,39899,0
Female,54,9,54888,2,1,0,188874,0
Female,36,17,142675,3,1,1,88107,1
Male,50,18,68024,2,0,0,141443,1
Female,64,17,90728,2,0,0,40193,0
Female,33,12,28897,3,1,0,115302,0
Male,40,13,149874,4,1,1,24464,0
Female,24,15,147483,2,0,1,93323,0
Male,43,17,60399,2,1,1,59025,0
Male,49,17,60692,1,0,1,104187,1
Female,29,15,188748,2,1,1,121710,0
Male,25,16,143842,2,1,0,170944,0
Female,22,6,73513,2,0,1,86248,0
Male,59,11,168501,2,0,0,92927,1
Male,45,1,125041,4,1,0,10667,0
Male,22,9,190501,2,0,0,157397,1
Female,66,4,151409,3,1,0,25890,0
Female,43,2,92901,4,1,1,167555,0
Male,22,18,155579,2,0,1,179157,1
Male,39,12,59596,3,0,1,111333,0
Female,32,11,70509,3,0,1,51000,0
Female,30,2,8436,4,1,1,154097,1
Male,45,5,10086,4,0,1,130580,0
Male,50,13,91054,3,0,0,39940,1
Female,60,3,150923,4,0,1,131878,1
Female,40,12,39732,4,1,0,129492,1
Female,50,18,145914,1,0,0,34701,1
Female,60,17,128928,4,0,0,92697,0
Female,35,2,121755,1,0,0,51795,1
Male,67,19,1745,4,0,1,100990,1
Female,47,5,12697,4,1,1,23115,0
Male,43,15,3879,3,1,0,180110,0
Female,33,19,149571,1,1,1,140845,0
Male,30,2,166107,4,1,0,66433,1
Female,56,11,149723,2,0,0,56999,0
Female,50,18,75224,4,1,0,84564,0
Male,43,18,113369,3,0,0,182556,1
Male,65,3,76524,3,1,1,117747,0
Female,18,0,89006,3,0,0,148760,0
Female,66,1,37249,1,0,1,33255,0
Female,55,12,154921,1,0,0,89747,1
Female,19,12,29076,1,1,1,187689,0
Female,66,1,164196,2,1,1,183180,0
Male,23,18,146859,1,1,1,182331,0
Male,63,15,53462,3,0,0,87049,1
Female,67,11,85984,1,1,0,76057,0
Male,55,0,71035,1,0,1,36293,0
Male,59,8,3841,4,1,1,40607,0
Male,41,16,44890,1,1,0,153865,0
Female,35,9,127727,4,1,1,100413,1
Male,44,17,25402,1,1,1,117148,0
Female,58,18,111713,4,1,1,46069,0
Male,25,6,105363,3,0,0,96079,1
Female,45,18,197273,1,1,0,168285,1
Male,27,14,97807,3,1,0,159735,1
Female,34,8,23237,1,1,0,52582,1
Female,46,9,174060,2,0,0,104526,0
Male,23,19,131625,2,1,0,175521,1
Female,31,19,144932,3,1,1,23116,1
Female,39,3,90439,3,0,1,108395,0
Female,23,5,7045,2,1,1,13706,1
Female,43,3,74916,2,0,1,26147,0
Female,56,4,56435,4,0,1,161615,0
Female,29,8,98453,1,1,1,109147,0
Female,52,11,32261,2,0,0,18895,0
Female,31,7,2853,3,1,1,72058,0
Male,39,4,75664,3,0,1,163484,0
Male,68,10,110884,2,1,0,174086,0
Female,40,10,48022,3,0,0,23251,0
Female,65,12,133808,1,0,1,120533,1
Male,24,13,33724,4,0,1,15109,1
Male,57,7,11440,1,1,1,34632,0
Male,67,17,70716,4,0,0,153223,1
Female,42,18,161356,4,1,0,187237,0
Male,30,11,106911,2,1,0,65276,1
Female,38,11,142718,3,0,0,16325,1
Female,58,17,85694,4,1,1,104964,1
Male,27,9,145414,2,1,1,11912,1
Female,26,6,196692,3,0,1,178061,0
Female,32,17,195333,3,1,0,17374,0
Female,69,11,133007,4,1,0,43034,1
Female,19,13,173448,3,0,1,95402,1
Male,42,14,173553,1,0,1,187750,0
Male,30,15,116189,3,0,1,101792,0
Female,51,1,94203,1,0,0,103305,1
Female,68,17,186793,3,1,1,60683,1
Male,51,11,99039,4,1,0,151270,0
Female,52,15,2838,4,1,1,104817,1
Male,55,12,166402,2,0,1,137776,0
Female,20,19,102210,1,1,0,178068,1
Female,59,16,103140,1,0,0,148227,1
Male,23,17,100166,4,1,0,57952,0
Male,65,2,36994,4,0,1,133899,0
Male,66,9,30384,4,1,0,21388,1
Male,36,0,45378,1,1,1,84178,0
Female,20,5,107318,2,0,0,36457,1
Male,35,2,163715,1,1,1,159199,1
Female,56,18,147998,4,1,0,175163,1
Male,26,3,38977,2,1,0,21752,1
Male,69,19,23652,3,1,1,61832,0
Female,29,2,194367,3,0,0,14237,1
Male,22,7,10270,4,1,1,144123,1
Male,20,7,82804,2,0,1,53311,1
Male,28,6,192702,4,0,1,29088,0
Male,47,1,36417,1,0,0,15675,1
Female,21,5,127390,1,1,1,180627,0
Female,22,15,177966,2,0,0,12640,1
Male,18,9,56042,4,0,0,73328,0
Male,44,3,63253,4,0,1,22317,1
Male,45,12,179913,3,1,0,185480,0
Female,46,9,52723,2,1,1,116442,0
Female,35,13,151389,4,0,1,113666,0
Female,29,8,186080,1,0,1,43462,0
Female,30,10,167506,4,1,1,85921,1
Male,58,17,177197,4,0,1,198755,0
Male,19,10,75449,1,1,1,25201,0
Male,54,16,81141,1,0,0,44536,1
Female,62,1,557,4,1,0,165739,0
Male,33,2,107776,1,1,0,45517,0
Female,65,10,175455,3,1,0,176942,1
Female,41,17,137112,3,0,0,125308,1
Male,52,2,46652,3,0,1,122911,0
Male,39,14,116048,1,1,0,47982,1
Male,53,10,60941,1,1,1,199404,1
Female,28,10,87340,1,0,0,42844,0
Female,63,19,74828,2,1,0,94118,0
Male,46,10,157182,1,0,1,145309,1
Male,52,18,136421,3,1,0,133110,1
Female,65,0,161446,3,1,0,171537,1
Male,32,4,84545,3,0,0,16027,0
Female,48,9,110623,2,0,1,151439,0
Female,59,9,42591,4,1,0,168555,1
Male,58,13,131129,3,0,1,196079,1
Male,60,1,124007,2,1,0,90567,1
Male,33,3,93829,4,0,1,110848,0
Male,27,1,64578,2,1,0,103724,1
Female,66,17,108497,2,0,1,124675,0
Female,49,12,150193,4,0,1,81810,0
Female,68,18,5493,1,1,0,135545,0
Male,19,4,102181,1,1,0,62892,0
Female,41,19,67818,3,1,0,117457,1
Male,40,1,120196,4,1,1,175467,1
Male,19,10,1431,3,1,0,167615,1
Male,55,17,191541,2,1,1,87059,1
Male,48,5,193313,1,0,0,11074,0
Male,68,9,176366,3,1,0,155062,1
Male,57,16,100079,3,1,1,92567,0
Female,43,10,142423,1,1,0,55793,1
Male,46,18,163555,2,1,0,48071,0
Female,20,16,31195,3,0,0,29546,0
Female,31,3,153807,3,1,1,56515,0
Male,42,13,15203,4,1,1,186947,0
Male,65,19,3974,4,0,1,158358,0
Male,18,3,102769,1,0,1,139212,0
Female,20,13,85222,1,1,0,194291,0
Male,43,3,170785,2,0,0,150767,1
Female,35,5,12636,2,1,0,178916,1
Male,26,8,35070,3,0,1,21054,1
Male,55,11,29123,4,0,0,12897,1
Female,40,7,120973,2,0,1,19537,0
Female,38,3,162884,3,0,0,163018,1
Male,18,4,159832,3,0,1,67325,0
Female,38,5,4966,1,1,1,149753,0
Female,44,4,118414,4,1,0,129940,1
Female,59,18,83962,3,0,1,83387,0
Female,23,7,79698,1,0,1,100537,0
Female,61,8,147130,3,0,0,90121,1
Male,53,14,41482,4,1,1,115532,0
Male,45,3,2998,3,1,1,57038,0
Female,62,8,122659,3,1,0,64833,0
Male,34,6,61265,2,0,1,58123,1
Male,57,7,66445,2,1,1,40117,0
Female,69,14,111033,1,0,1,81131,1
Male,20,18,165720,3,0,0,164846,1
Female,29,14,191695,1,0,0,53691,1
Female,56,4,78033,4,0,0,194215,0
Male,29,18,84480,1,1,0,154379,1
Female,19,6,138599,3,1,1,180208,1
Female,63,5,104000,2,0,0,37531,0
Female,39,18,134144,2,0,0,52174,1
Female,40,16,143090,1,0,0,177782,1
Female,47,9,29652,2,0,0,175640,0
Male,22,18,4476,3,0,1,138755,0
Male,26,10,95768,3,0,1,24414,0
Female,38,14,158554,4,1,0,172795,0
Female,28,9,193585,2,1,1,104572,1
Male,22,10,16219,2,1,0,20261,0
Female,52,2,30448,4,0,0,77913,0
Male,44,2,156192,1,1,1,192327,1
Female,66,17,6855,4,1,1,11271,0
Female,19,10,187625,2,1,1,113324,1
Female,41,19,199705,1,1,1,186388,1
Female,48,17,175657,3,1,1,169491,0
Female,50,14,132156,3,0,1,43202,1
Female,56,6,98856,4,0,0,161054,1
Female,47,9,153016,3,0,1,79307,1
Male,63,19,164993,2,1,0,117030,1
Male,54,9,61282,4,0,0,182412,0
Male,68,12,87393,2,1,0,94070,0
Female,45,14,182469,2,0,0,46892,1
Female,48,17,129822,1,1,0,146674,1
Female,28,3,18070,1,1,1,136008,1
Female,40,19,186059,1,0,1,90957,1
Female,19,16,56690,3,0,0,107210,0
Female,57,2,61134,1,1,0,146239,0
Female,58,1,87755,2,1,1,63201,0
Male,44,3,106993,4,0,0,59698,1
Female,52,0,190511,4,0,1,73753,0
Male,19,14,31489,2,1,1,85479,0
Male,56,0,23178,3,0,1,74687,1
Female,54,5,79019,4,0,0,176955,0
Female,38,6,57956,2,0,0,141290,1
Male,22,18,178874,2,0,0,42893,0
Male,69,11,62778,2,1,0,23169,1
Female,62,0,188791,4,1,0,56458,1
Female,38,6,164645,4,1,0,186446,0
Male,46,18,164760,1,0,0,199744,1
Female,37,12,111466,1,1,0,84951,1
Female,55,11,118292,2,1,1,14180,0
Female,37,11,99747,2,0,0,179000,1
Male,67,12,46475,2,0,1,19766,1
Male,42,13,50697,2,1,1,171130,0
Male,19,11,165050,4,1,1,11942,1
Female,49,19,160749,1,0,0,152604,0
Female,43,11,10272,3,0,0,53374,0
Male,23,5,137284,2,0,0,76790,0
Male,58,9,21071,1,0,1,43755,0
Male,20,19,108644,2,0,0,131925,0
Female,50,8,95516,4,1,0,69192,0
Male,18,1,148369,3,1,1,90459,0
Male,68,6,183004,1,1,0,107218,1
Female,22,8,187956,1,1,1,57592,1
Female,30,11,159697,3,0,1,130041,0
Female,36,4,28831,4,0,1,120397,0
Male,29,0,118313,3,1,0,23118,1
Female,65,14,123950,1,0,1,123305,0
Female,42,7,187550,3,1,1,74610,0
Male,68,0,62909,4,1,0,88699,0
Female,52,17,29367,4,1,1,174200,0
Male,29,12,176885,2,1,0,18104,0
Male,47,0,20121,3,1,0,89722,0
Female,22,4,35547,3,1,1,18549,1
Female,51,17,63642,1,0,0,136081,1
Female,39,15,24914,4,0,0,105614,0
Female,56,9,116664,3,1,0,67240,1
Female,30,3,148250,1,1,0,42831,0
Female,64,0,67258,2,1,1,107462,0
Male,20,7,60563,3,0,0,79474,0
Male,37,4,181122,3,0,0,98233,0
Female,48,1,62607,1,0,0,153681,0
Male,22,16,65638,1,1,0,151595,1
Female,41,6,92971,4,0,1,168061,0
Male,57,16,144334,4,1,1,192349,0
Male,50,5,138525,4,0,0,114700,1
Male,25,14,176246,3,1,1,81772,1
Female,41,4,116720,1,1,0,50577,1
Male,67,14,77760,4,1,1,144177,0
Female,37,17,137244,3,0,0,111856,1
Male,33,17,76788,4,0,0,95395,0
Male,67,5,17918,2,0,1,142910,1
Male,69,1,7197,3,1,1,34437,1
Male,29,16,97127,4,1,1,81449,0
Male,30,3,144749,4,0,1,128099,0
Female,62,11,142111,2,0,1,124176,1
Female,59,18,27785,2,1,0,166632,1
Male,56,1,4570,4,1,0,167280,0
Male,42,1,72242,4,0,0,176730,0
Male,63,13,142727,1,1,0,188427,1
Male,49,14,47907,4,0,1,53003,1
Female,41,19,9449,4,0,1,196509,0
Male,65,1,24630,1,1,0,24646,1
Female,64,3,74658,1,0,0,60560,0
Male,61,18,46371,4,0,1,128560,1
Female,26,8,142063,1,1,1,96597,1
Male,57,6,24887,3,0,1,68679,0
Male,67,12,13859,2,0,1,181286,0
Female,40,11,154712,3,1,1,185669,0
Male,67,2,48339,2,1,0,32873,0
Male,30,12,184307,2,0,0,144530,1
Male,49,14,2512,4,0,0,47165,0
Female,67,13,80982,2,1,0,97803,0
Male,32,8,21912,3,1,1,73994,0
Male,53,12,120639,4,0,0,155654,1
Female,66,3,166587,1,0,0,107925,1
Female,22,7,146488,3,0,0,24823,1
Female,39,2,115781,4,0,0,140803,1
Male,33,1,174818,2,1,0,50856,1
Male,58,18,174847,3,1,1,17406,0
Male,27,7,102067,2,1,0,40619,0
Female,41,16,12227,4,1,0,148143,0
Male,35,12,144103,4,0,1,162924,1
Male,66,6,33000,1,1,1,189944,0
Female,35,8,51253,1,0,1,117871,0
Female,24,11,110848,3,0,1,118029,1
Female,21,13,67564,1,1,0,151216,0
Female,43,13,120921,2,1,1,152255,0
Female,22,14,95969,2,0,0,31074,0
Male,33,2,122614,1,1,1,195910,1
Female,52,14,149385,1,0,0,22349,1
Male,43,18,75186,1,0,1,128160,1
Male,35,19,188823,3,1,1,37493,1
Female,46,13,52492,3,0,0,99146,1
Female,40,7,30364,2,1,0,150429,1
Female,31,4,149433,3,1,1,14561,0
Male,32,18,67949,3,1,0,83150,0
Female,66,3,106330,4,0,0,74685,1
Female,50,13,162142,2,1,0,12358,1
Female,42,15,103722,2,0,0,172877,1
Female,38,19,153481,1,1,1,152502,0
Female,34,5,29854,4,0,0,26041,1
Male,40,5,96742,1,0,1,121407,0
Male,60,2,119625,3,0,0,102262,0
Male,34,14,29655,2,0,1,20267,0
Female,31,2,141024,3,0,1,87395,0
Female,46,10,167437,3,1,1,100170,0
Female,37,2,66156,4,0,1,163669,1
Male,47,9,121232,4,1,0,118454,0
Female,36,17,187796,2,1,0,116680,1
Female,56,0,15455,2,1,1,165061,1
Female,30,15,178745,4,1,0,29003,1
Male,35,15,132046,4,0,0,40169,1
Female,40,9,12679,4,1,1,57271,0
Male,63,0,192863,4,1,0,26961,1
Female,50,3,27429,2,1,0,153218,1
Male,56,2,18073,2,1,0,195467,0
Male,57,4,70207,3,1,0,72676,0
Male,35,11,30365,3,1,1,186309,0
Female,26,11,187000,3,0,1,51030,1
Female,50,12,74453,2,0,0,76091,1
Male,49,11,106657,1,0,1,52178,1
Male,34,15,7784,3,1,1,13640,0
Female,36,12,112529,1,1,1,138291,1
Female,44,4,130229,1,1,1,187208,0
Male,23,3,120913,1,0,0,77448,0
Female,52,14,143363,4,1,0,94650,1
Female,54,11,26154,2,1,0,179259,0
Female,51,18,25650,2,0,1,33922,1
Female,37,18,199813,3,1,0,123746,1
Male,42,10,95830,3,0,0,170572,1
Female,21,5,36201,2,1,0,155501,1
Female,27,8,170551,4,1,1,124954,1
Male,27,0,72920,2,1,0,177756,0
Male,41,11,181315,1,0,1,154759,1
Female,38,13,199667,2,1,1,99248,0
Female,28,5,162806,4,0,1,137589,0
Female,44,0,81451,2,1,1,24837,0
Female,33,1,112169,2,0,1,199816,1
Male,43,10,99978,2,1,0,153937,0
Male,47,2,42568,1,0,1,54653,0
Male,66,9,156865,3,0,1,176166,0
Female,33,5,52204,4,1,1,45569,0
Female,24,5,177818,1,0,0,58787,0
Female,33,19,163061,2,0,0,172033,0
Female,52,1,180537,2,0,0,61186,1
Male,33,9,192455,3,1,0,121837,0
Male,57,5,16767,3,0,1,25297,0
Female,29,16,38652,3,1,1,66605,0
Male,52,13,84244,1,0,0,92904,1
Female,66,4,144455,4,0,1,96019,1
Female,38,16,101733,3,0,0,16463,1
Male,67,1,60089,2,0,0,154704,1
Female,60,8,26440,4,1,0,170775,0
Female,53,11,52443,2,1,1,125763,0
Male,65,18,56325,2,0,0,92943,0
Female,34,6,55919,4,1,0,56221,1
Female,49,8,147683,1,1,1,128585,1
Male,58,15,194555,4,0,1,121370,1
Female,23,19,153529,3,0,1,116775,0
Male,41,10,141328,4,0,1,35759,0
Female,44,11,185928,3,0,1,97000,0
Male,37,14,40533,3,0,1,70943,0
Male,42,17,99826,4,0,0,95862,0
Male,19,18,98995,4,1,1,174111,0
Female,26,15,159353,3,0,1,120475,0
Male,45,14,67275,2,0,1,86069,0
Male,55,4,132597,4,0,0,153230,0
Male,20,10,147525,1,1,1,138979,0
Male,37,14,137323,3,0,0,161470,0
Male,23,17,108744,2,1,0,116446,0
Female,56,12,19507,4,1,0,47711,0
Female,50,3,158978,4,1,0,92688,1
Female,18,16,13193,2,0,1,40772,0
Female,54,3,97192,1,1,1,37307,0
Female,23,15,64042,3,0,1,146238,0
Female,62,14,59516,4,0,1,133890,0
Female,51,13,161764,1,0,1,17589,0
Male,64,11,70490,3,0,1,189058,0
Female,32,2,33512,1,1,0,141536,1
Male,62,9,141791,3,0,0,12600,0
Male,43,7,186499,3,1,1,141988,0
Female,31,5,158721,1,1,1,147198,0
Male,24,13,12402,3,0,1,148223,0
Male,63,16,102880,4,0,1,87196,1
Male,48,18,119764,4,1,1,141137,0
Male,41,15,140288,1,1,1,101837,0
Female,48,14,31050,1,0,0,88424,1
Female,46,14,95808,3,0,0,192128,1
Female,59,0,50093,3,0,1,148265,0
Female,49,11,5050,1,1,1,129259,0
Female,34,9,46716,2,0,1,169612,0
Female,31,13,115455,1,0,0,86537,1
Female,57,9,133510,2,0,0,71434,0
Female,53,9,108686,2,0,0,150150,1
Female,65,19,47431,1,1,0,66125,0
Female,41,10,16760,1,1,0,62960,0
Male,62,15,147545,1,0,1,71521,0
Female,44,8,43815,2,1,1,99485,0
Male,42,14,193532,4,0,0,34245,0
Male,49,13,140329,4,1,1,42811,0
Male,69,18,87986,1,1,0,172615,1
Male,35,8,25634,1,0,0,177682,1
Female,63,3,60403,3,0,0,145777,1
Male,35,6,46573,3,0,1,159344,0
Female,54,7,159720,3,0,1,41834,1
Female,43,7,180052,1,1,1,194122,1
Male,26,18,127099,4,0,1,91548,1
Female,52,14,10296,4,0,1,71236,1
Male,25,15,191269,1,0,0,166367,1
Male,37,8,21959,1,0,0,58937,1
Female,59,11,14570,2,0,0,16842,0
Female,39,15,35423,2,0,1,149373,0
Male,36,3,80263,4,1,1,112862,1
Female,47,4,148971,3,0,1,172651,1
Female,45,7,166857,4,1,0,35090,1
Female,52,0,112446,2,0,0,132408,0
Male,60,5,193878,4,1,0,18828,0
Male,28,14,56963,2,1,1,62480,0
Female,48,3,34341,2,1,1,113616,1
Female,66,10,5597,3,0,0,108373,1
Female,65,4,141316,3,1,0,165005,0
Female,56,17,134868,2,0,0,173663,1
Female,53,14,107127,1,1,0,155504,0
Male,47,17,75589,3,0,1,103911,0
Female,40,19,159600,2,0,0,20042,1
Male,36,12,149720,1,1,1,161775,1
Female,29,4,83967,1,0,1,163417,1
Male,32,0,131607,4,1,1,21070,0
Female,48,17,48469,4,1,1,87080,0
Male,60,13,195984,3,0,1,128665,1
Female,54,4,44493,1,1,0,132188,0
Male,54,5,45785,3,0,1,83595,1
Male,32,15,85017,2,1,0,180624,1
Male,46,11,107771,3,0,0,28018,0
Male,67,19,129026,1,0,1,24093,1
Male,60,17,197633,4,0,0,119972,0
Male,43,1,161941,3,1,0,78079,1
Female,61,12,196166,4,0,0,26118,1
Male,19,16,30192,3,0,0,82889,0
Female,37,16,79941,2,0,1,23349,1
Female,32,15,57544,1,0,0,76304,1
Female,69,17,135475,3,0,0,24163,1
Female,21,7,167163,2,0,1,25095,0
Female,39,2,183582,2,0,1,130452,1
Male,67,16,5017,2,0,1,76527,0
Male,55,17,170275,4,0,1,167376,0
Male,40,5,187545,4,1,1,52988,0
Female,43,7,183195,2,0,0,68873,1
Male,68,12,48260,2,0,1,145224,0
Male,28,7,45938,3,0,0,59663,0
Male,45,18,189001,3,1,1,103431,1
Male,19,5,85265,1,0,0,102263,0
Male,25,14,104120,3,0,0,168252,1
Female,46,9,168444,1,1,1,76270,1
Male,28,16,101728,1,1,0,81214,1
Female,54,0,184324,1,1,1,177149,0
Female,35,6,14628,4,0,0,167721,0
Female,67,12,123239,3,0,1,188568,1
Female,31,2,143573,2,0,0,104317,1
Female,27,18,118165,1,0,0,23060,1
Male,52,14,161203,2,1,1,85558,0
Male,26,4,89102,1,1,1,93779,1
Male,52,10,89360,3,0,1,181559,0
Female,28,17,119346,1,1,1,10916,1
Male,61,2,68348,3,0,1,164720,0
Male,29,5,98348,2,0,1,185207,0
Female,20,2,92862,3,0,1,192886,0
Female,56,4,9402,2,0,1,119130,0
Female,31,8,91861,3,1,1,178532,0
Female,45,18,187028,1,1,1,68581,1
Male,28,12,126121,1,0,0,102272,1
Female,56,5,182992,3,0,0,11335,0
Female,42,10,107089,2,1,1,102728,0
Male,38,13,26000,2,1,1,195274,1
Male,27,5,89795,2,0,0,135823,0
Female,60,5,112885,3,1,1,72564,0
Male,32,16,198534,3,1,0,20892,0
Female,36,10,197464,3,1,0,183985,1
Female,65,14,5988,3,0,0,189043,0
Male,39,8,56999,2,1,0,35524,1
Male,38,16,184498,2,1,0,75837,1
Female,69,6,189896,4,1,1,155975,1
Female,61,6,113174,3,1,0,102700,0
Female,49,0,60659,4,1,1,193918,0
Male,67,7,168862,3,0,0,111005,0
Female,40,4,95343,4,1,0,183507,1
Female,30,18,153190,2,1,0,130902,1
Female,22,7,183097,2,1,1,81180,0
Female,21,16,122453,4,1,0,15520,0
Female,45,18,59938,1,0,0,43436,0
Male,31,11,5149,3,0,1,12128,0
Female,25,14,38079,4,0,1,92137,0
Female,26,3,133556,4,1,0,70275,0
Female,68,11,186546,1,1,0,150012,1
Female,52,12,113316,2,0,0,112524,0
Male,54,13,48601,4,0,1,165848,0
Male,38,4,43809,2,0,0,94541,0
Male,35,15,151863,3,0,1,107238,0
Female,50,6,157720,1,0,0,117447,1
Female,25,14,162162,2,0,1,110185,1
Male,68,12,90636,4,1,1,126120,0
Male,66,15,130366,1,1,0,180790,1
Male,34,11,101477,1,0,0,19968,1
Female,60,6,17857,1,1,1,90634,0
Female,48,15,125305,1,1,0,131865,0
Male,51,12,193399,1,0,1,84426,0
Male,23,2,174039,3,0,1,135848,1
Male,39,14,53709,3,1,0,157915,1
Female,31,2,199020,1,1,1,101196,1
Female,20,6,179933,4,1,0,197449,0
Female,29,17,116839,4,0,1,34875,1
Male,53,13,199790,3,1,0,69888,1
Male,29,17,123307,2,0,0,167078,1
Female,62,18,122850,1,0,0,34525,0
Male,19,13,20948,4,1,1,113679,1
Female,19,19,33782,3,0,0,62604,0
Male,32,5,181828,3,0,1,146997,0
Male,40,7,82789,2,0,1,172194,1
Male,46,6,105217,2,1,0,180271,1
Male,34,19,199460,4,1,1,174828,0
Female,49,17,197881,2,1,0,34789,1
Male,24,17,138721,2,0,1,157987,1
Female,47,14,160074,1,1,1,12917,0
Female,45,19,34723,3,0,0,138575,0
Female,31,18,74314,3,1,0,111923,0
Male,61,1,90312,2,0,1,69328,0
Female,47,7,11809,3,1,0,69602,1
Female,34,10,189241,3,1,0,20410,0
Female,49,17,139374,4,0,1,23574,1
Male,63,12,8100,3,0,0,107057,1
Male,23,8,199519,2,1,1,180404,1
Female,68,8,77627,4,1,0,69453,1
Male,41,16,74635,3,0,0,171877,1
Female,23,6,55020,3,1,1,111364,0
Female,44,8,5663,4,0,1,134488,0
Male,35,0,95440,4,0,0,155898,1
Female,41,1,175721,3,0,0,123535,0
Male,54,3,47136,1,0,1,40779,1
Male,41,13,106602,1,0,0,176364,0
Female,55,3,36104,3,0,0,22607,0
Male,51,1,39137,3,0,0,186784,1
Male,57,7,133606,4,0,0,55883,1
Female,64,17,67762,4,0,1,11100,0
Female,32,18,183517,3,0,0,18310,1
Male,28,13,140657,3,0,1,184800,1
Male,39,19,76438,3,0,1,48069,0
Female,41,9,36392,3,0,0,57740,0
Male,18,16,84267,1,0,1,126888,0
Male,35,7,162198,4,0,0,19233,1
Male,61,13,42485,2,0,0,141568,0
Male,29,7,45798,3,1,1,105979,0
Male,60,4,199382,3,1,1,145246,0
Male,45,15,140089,3,0,1,198474,1
Male,57,7,156772,2,1,0,156170,0
Female,24,9,90680,4,1,0,66121,0
Female,40,7,95446,4,1,0,119628,0
Female,38,8,167579,3,0,1,44421,0
Female,51,17,178751,3,0,1,181086,0
Female,28,2,89938,4,0,1,187900,0
Male,39,16,37232,2,1,1,134586,0
Male,59,19,155092,3,1,1,56567,0
Male,52,14,97239,2,0,0,92163,1
